Name,Username,Message,Status
Kali,kalikaratestudio,"haha, kali, the 3 ex-wives, bitcoin crash, and still fighting — you’ve definitely seen it all and kept going, respect.  
do you do any coaching around that fighter mindset?",Error: Could not find Kali in search results.
Jake,jakeleiskewillis,"hey Jake, love how you're flipping the script on parenting—turning the chaos of yelling and guilt into confident, peaceful vibes. do you offer 1:1 coaching?",Message sent successfully.
brandonmorgan.coach,"yo brandon, love how you're blending strength coaching with education... gotta ask, are your training programs purely in person or you offer online too?","Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x0000000100a095dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x0000000100a01e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x000000010046c100 cxxbridge1$string$len + 88404
3   chromedriver                        0x00000001004ae41c cxxbridge1$string$len + 359536
4   chromedriver                        0x00000001004e7ba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x00000001004a30fc cxxbridge1$string$len + 313680
6   chromedriver                        0x00000001004a3d4c cxxbridge1$string$len + 316832
7   chromedriver                        0x00000001009d464c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x00000001009d7988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x00000001009bba5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x00000001009d824c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x00000001009acce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x00000001009f29dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x00000001009f2b58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x0000000100a01ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
coach.souha,"hey souha! love how you're blending physical education with pilates and taekwondo, really unique approach. do you offer online coaching programs?","Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x00000001049c55dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x00000001049bde3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000104428100 cxxbridge1$string$len + 88404
3   chromedriver                        0x000000010446a41c cxxbridge1$string$len + 359536
4   chromedriver                        0x00000001044a3ba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x000000010445f0fc cxxbridge1$string$len + 313680
6   chromedriver                        0x000000010445fd4c cxxbridge1$string$len + 316832
7   chromedriver                        0x000000010499064c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x0000000104993988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x0000000104977a5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x000000010499424c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x0000000104968ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x00000001049ae9dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x00000001049aeb58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x00000001049bdad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
mechellelewisfreeman,"hey mechelle, love how you’re not just coaching champions but also shaping the mindset behind winning. do you do 1:1 coaching too or just teams?","Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x00000001051fd5dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x00000001051f5e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000104c60100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000104ca241c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000104cdbba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000104c970fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000104c97d4c cxxbridge1$string$len + 316832
7   chromedriver                        0x00000001051c864c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x00000001051cb988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x00000001051afa5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x00000001051cc24c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x00000001051a0ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x00000001051e69dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x00000001051e6b58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x00000001051f5ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
drcamcaswell,"hey cam, love how you’re focusing on building trust and connection with parents and teens - super important work. do you offer 1:1 support too?","Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x00000001046155dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x000000010460de3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000104078100 cxxbridge1$string$len + 88404
3   chromedriver                        0x00000001040ba41c cxxbridge1$string$len + 359536
4   chromedriver                        0x00000001040f3ba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x00000001040af0fc cxxbridge1$string$len + 313680
6   chromedriver                        0x00000001040afd4c cxxbridge1$string$len + 316832
7   chromedriver                        0x00000001045e064c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x00000001045e3988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x00000001045c7a5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x00000001045e424c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x00000001045b8ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x00000001045fe9dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x00000001045feb58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x000000010460dad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
alexresiliencecoach,"hey alex, love how you’re empowering people to literally take back their mind in your content — feels like you’ve found a way to make resilience tangible. do you still offer the free resilience questions?","Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x00000001050f95dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x00000001050f1e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000104b5c100 cxxbridge1$string$len + 88404
3   chromedriver                        0x0000000104b9e41c cxxbridge1$string$len + 359536
4   chromedriver                        0x0000000104bd7ba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x0000000104b930fc cxxbridge1$string$len + 313680
6   chromedriver                        0x0000000104b93d4c cxxbridge1$string$len + 316832
7   chromedriver                        0x00000001050c464c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x00000001050c7988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x00000001050aba5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x00000001050c824c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x000000010509cce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x00000001050e29dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x00000001050e2b58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x00000001050f1ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
_thewkcoach,hey! love how you’re helping keepers improve one catch at a time—no shortcuts. are you offering 1:1 sessions too?,Error sending message: None of the provided XPATHs could locate an element.
_thewkcoach,hey! love how you’re helping keepers improve one catch at a time—no shortcuts. are you offering 1:1 sessions too?,"Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x0000000102bb15dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x0000000102ba9e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x0000000102614100 cxxbridge1$string$len + 88404
3   chromedriver                        0x000000010265641c cxxbridge1$string$len + 359536
4   chromedriver                        0x000000010268fba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x000000010264b0fc cxxbridge1$string$len + 313680
6   chromedriver                        0x000000010264bd4c cxxbridge1$string$len + 316832
7   chromedriver                        0x0000000102b7c64c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x0000000102b7f988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x0000000102b63a5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x0000000102b8024c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x0000000102b54ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x0000000102b9a9dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x0000000102b9ab58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x0000000102ba9ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
brandonmorgan.coach,"yo brandon, love how you're blending strength coaching with education... gotta ask, are your training programs purely in person or you offer online too?",Error: Could not find brandonmorgan.coach in search results.
brandonmorgan.coach,"yo brandon, love how you're blending strength coaching with education... gotta ask, are your training programs purely in person or you offer online too?",Error: Could not find brandonmorgan.coach in search results.
coach.souha,"hey souha! love how you're blending physical education with pilates and taekwondo, really unique approach. do you offer online coaching programs?",Error: Could not find coach.souha in search results.
mechellelewisfreeman,"hey mechelle, love how you’re not just coaching champions but also shaping the mindset behind winning. do you do 1:1 coaching too or just teams?",Error: Could not find mechellelewisfreeman in search results.
mechellelewisfreeman,mechelle,"hey mechelle, love how you’re not just coaching champions but also shaping the mindset behind winning. do you do 1:1 coaching too or just teams?","Error sending message: Message: 
Stacktrace:
0   chromedriver                        0x0000000104e5d5dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x0000000104e55e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x00000001048c0100 cxxbridge1$string$len + 88404
3   chromedriver                        0x000000010490241c cxxbridge1$string$len + 359536
4   chromedriver                        0x000000010493bba8 cxxbridge1$string$len + 594940
5   chromedriver                        0x00000001048f70fc cxxbridge1$string$len + 313680
6   chromedriver                        0x00000001048f7d4c cxxbridge1$string$len + 316832
7   chromedriver                        0x0000000104e2864c cxxbridge1$str$ptr + 3436672
8   chromedriver                        0x0000000104e2b988 cxxbridge1$str$ptr + 3449788
9   chromedriver                        0x0000000104e0fa5c cxxbridge1$str$ptr + 3335312
10  chromedriver                        0x0000000104e2c24c cxxbridge1$str$ptr + 3452032
11  chromedriver                        0x0000000104e00ce8 cxxbridge1$str$ptr + 3274524
12  chromedriver                        0x0000000104e469dc cxxbridge1$str$ptr + 3560464
13  chromedriver                        0x0000000104e46b58 cxxbridge1$str$ptr + 3560844
14  chromedriver                        0x0000000104e55ad4 cxxbridge1$str$ptr + 3622152
15  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
16  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
brandonmorgan.coach,brandon,"yo brandon, love how you're blending strength coaching with education... gotta ask, are your training programs purely in person or you offer online too?",Message sent successfully
coach.souha,souha,"hey souha! love how you're blending physical education with pilates and taekwondo, really unique approach. do you offer online coaching programs?",Message sent successfully
mechellelewisfreeman,mechelle,"hey mechelle, love how you’re not just coaching champions but also shaping the mindset behind winning. do you do 1:1 coaching too or just teams?",Message sent successfully
drcamcaswell,cam,"hey cam, love how you’re focusing on building trust and connection with parents and teens - super important work. do you offer 1:1 support too?",Message sent successfully
drcamcaswell,cam,"hey cam, love how you’re focusing on building trust and connection with parents and teens - super important work. do you offer 1:1 support too?",ERROR in send_dm: Could not locate or click chat/next button
alexresiliencecoach,alex,"hey alex, love how you’re empowering people to literally take back their mind in your content — feels like you’ve found a way to make resilience tangible. do you still offer the free resilience questions?",Message sent successfully
_thewkcoach,coach,hey! love how you’re helping keepers improve one catch at a time—no shortcuts. are you offering 1:1 sessions too?,"ERROR in send_dm: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
coach.souha,souha,"hey souha! love how you're blending physical education with pilates and taekwondo, really unique approach. do you offer online coaching programs?",ERROR in send_dm: Could not locate or click chat/next button
mechellelewisfreeman,mechelle,"hey mechelle, love how you’re not just coaching champions but also shaping the mindset behind winning. do you do 1:1 coaching too or just teams?",ERROR in send_dm: Could not locate or click chat/next button
drcamcaswell,cam,"hey cam, love how you’re focusing on building trust and connection with parents and teens - super important work. do you offer 1:1 support too?",ERROR in send_dm: Could not locate or click chat/next button
mechellelewisfreeman,mechelle,"hey mechelle, love how you’re not just coaching champions but also shaping the mindset behind winning. do you do 1:1 coaching too or just teams?",ERROR in send_dm: Could not locate or click chat/next button
drcamcaswell,cam,"hey cam, love how you’re focusing on building trust and connection with parents and teens - super important work. do you offer 1:1 support too?","Error loading session: Message: no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=130.0.6723.117)
Stacktrace:
0   chromedriver                        0x0000000102c415dc cxxbridge1$str$ptr + 3653648
1   chromedriver                        0x0000000102c39e3c cxxbridge1$str$ptr + 3623024
2   chromedriver                        0x00000001026a4100 cxxbridge1$string$len + 88404
3   chromedriver                        0x000000010267fb78 core::str::slice_error_fail::h1cab30ac4b13c655 + 3792
4   chromedriver                        0x000000010270c664 cxxbridge1$string$len + 515768
5   chromedriver                        0x000000010271f630 cxxbridge1$string$len + 593540
6   chromedriver                        0x00000001026db0fc cxxbridge1$string$len + 313680
7   chromedriver                        0x00000001026dbd4c cxxbridge1$string$len + 316832
8   chromedriver                        0x0000000102c0c64c cxxbridge1$str$ptr + 3436672
9   chromedriver                        0x0000000102c0f988 cxxbridge1$str$ptr + 3449788
10  chromedriver                        0x0000000102bf3a5c cxxbridge1$str$ptr + 3335312
11  chromedriver                        0x0000000102c1024c cxxbridge1$str$ptr + 3452032
12  chromedriver                        0x0000000102be4ce8 cxxbridge1$str$ptr + 3274524
13  chromedriver                        0x0000000102c2a9dc cxxbridge1$str$ptr + 3560464
14  chromedriver                        0x0000000102c2ab58 cxxbridge1$str$ptr + 3560844
15  chromedriver                        0x0000000102c39ad4 cxxbridge1$str$ptr + 3622152
16  libsystem_pthread.dylib             0x000000018e8d72e4 _pthread_start + 136
17  libsystem_pthread.dylib             0x000000018e8d20fc thread_start + 8
"
_thewkcoach,coach,hey! love how you’re helping keepers improve one catch at a time—no shortcuts. are you offering 1:1 sessions too?,ERROR in send_dm: Could not locate or click chat/next button
alexresiliencecoach,alex,"hey alex, love how you’re empowering people to literally take back their mind in your content — feels like you’ve found a way to make resilience tangible. do you still offer the free resilience questions?",ERROR in send_dm: Could not locate or click chat/next button
alexresiliencecoach,alex,"hey alex, love how you’re empowering people to literally take back their mind in your content — feels like you’ve found a way to make resilience tangible. do you still offer the free resilience questions?",ERROR in send_dm: Could not locate or click chat/next button
alexresiliencecoach,alex,"hey alex, love how you’re empowering people to literally take back their mind in your content — feels like you’ve found a way to make resilience tangible. do you still offer the free resilience questions?",Message in requests
_thewkcoach,coach,hey! love how you’re helping keepers improve one catch at a time—no shortcuts. are you offering 1:1 sessions too?,Message in requests
_thewkcoach,coach,hey! love how you’re helping keepers improve one catch at a time—no shortcuts. are you offering 1:1 sessions too?,ERROR in send_dm: Could not find exact match for username: _thewkcoach
alexresiliencecoach,alex,"hey alex, love how you’re empowering people to literally take back their mind in your content — feels like you’ve found a way to make resilience tangible. do you still offer the free resilience questions?",Message in requests
_thewkcoach,coach,hey! love how you’re helping keepers improve one catch at a time—no shortcuts. are you offering 1:1 sessions too?,Message in requests
_thewkcoach,coach,hey! love how you’re helping keepers improve one catch at a time—no shortcuts. are you offering 1:1 sessions too?,Message sent successfully
el_coach_andres,andres,"andrés, reading your page it’s clear you’ve got a deep understanding that healing is the key to leveling up… did you build a program for that or are you doing 1:1?",ERROR in send_dm: Could not find a match for username: el_coach_andres or display name containing: andres
_thewkcoach,coach,hey! love how you’re helping keepers improve one catch at a time—no shortcuts. are you offering 1:1 sessions too?,ERROR in send_dm: Could not find or click any matching user for: _thewkcoach / coach
el_coach_andres,andres,"andrés, reading your page it’s clear you’ve got a deep understanding that healing is the key to leveling up… did you build a program for that or are you doing 1:1?",ERROR in send_dm: Could not find or click any matching user for: el_coach_andres / andres
_thewkcoach,coach,hey! love how you’re helping keepers improve one catch at a time—no shortcuts. are you offering 1:1 sessions too?,ERROR in send_dm: Could not find or click user: _thewkcoach
alexresiliencecoach,alex,"hey alex, love how you’re empowering people to literally take back their mind in your content — feels like you’ve found a way to make resilience tangible. do you still offer the free resilience questions?",ERROR in send_dm: Could not find or click user: alexresiliencecoach
alexresiliencecoach,alex,"hey alex, love how you’re empowering people to literally take back their mind in your content — feels like you’ve found a way to make resilience tangible. do you still offer the free resilience questions?",Message in requests
_thewkcoach,coach,hey! love how you’re helping keepers improve one catch at a time—no shortcuts. are you offering 1:1 sessions too?,Message in requests
el_coach_andres,andres,"andrés, reading your page it’s clear you’ve got a deep understanding that healing is the key to leveling up… did you build a program for that or are you doing 1:1?",Message sent successfully
myselfconfidencejourney,bianca,"hey bianca, love how you’re helping people break free from social anxiety in a real way. do you run 1:1 coaching or group sessions?",Message sent successfully
